participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.director_view,session.config.participation_fee,session.config.real_world_currency_per_point,session.config.name,referential_task.1.player.id_in_group,referential_task.1.player.role,referential_task.1.player.payoff,referential_task.1.player.player_role,referential_task.1.player.grid_messages,referential_task.1.player.selected_sequence,referential_task.1.player.task_completed,referential_task.1.player.sequence_accuracy,referential_task.1.player.completion_time,referential_task.1.group.id_in_subsession,referential_task.1.group.shared_grid,referential_task.1.group.target_baskets,referential_task.1.group.matcher_sequence,referential_task.1.subsession.round_number,referential_task.2.player.id_in_group,referential_task.2.player.role,referential_task.2.player.payoff,referential_task.2.player.player_role,referential_task.2.player.grid_messages,referential_task.2.player.selected_sequence,referential_task.2.player.task_completed,referential_task.2.player.sequence_accuracy,referential_task.2.player.completion_time,referential_task.2.group.id_in_subsession,referential_task.2.group.shared_grid,referential_task.2.group.target_baskets,referential_task.2.group.matcher_sequence,referential_task.2.subsession.round_number,referential_task.3.player.id_in_group,referential_task.3.player.role,referential_task.3.player.payoff,referential_task.3.player.player_role,referential_task.3.player.grid_messages,referential_task.3.player.selected_sequence,referential_task.3.player.task_completed,referential_task.3.player.sequence_accuracy,referential_task.3.player.completion_time,referential_task.3.group.id_in_subsession,referential_task.3.group.shared_grid,referential_task.3.group.target_baskets,referential_task.3.group.matcher_sequence,referential_task.3.subsession.round_number
1,ei9hcroh,,0,15,15,referential_task,Results,2025-09-08 14:10:17.818941,1,,,0.0,54pp65hz,,,,,1,grid,0.0,1.0,referential_task,1,,0.0,director,[],[],0,,,1,"[{""position"": ""11"", ""row"": 1, ""col"": 1, ""image"": ""images/051.png"", ""basket_id"": 1}, {""position"": ""12"", ""row"": 1, ""col"": 2, ""image"": ""images/068.png"", ""basket_id"": 2}, {""position"": ""13"", ""row"": 1, ""col"": 3, ""image"": ""images/057.png"", ""basket_id"": 3}, {""position"": ""14"", ""row"": 1, ""col"": 4, ""image"": ""images/026.png"", ""basket_id"": 4}, {""position"": ""21"", ""row"": 2, ""col"": 1, ""image"": ""images/043.png"", ""basket_id"": 5}, {""position"": ""22"", ""row"": 2, ""col"": 2, ""image"": ""images/016.png"", ""basket_id"": 6}, {""position"": ""23"", ""row"": 2, ""col"": 3, ""image"": ""images/009.png"", ""basket_id"": 7}, {""position"": ""24"", ""row"": 2, ""col"": 4, ""image"": ""images/011.png"", ""basket_id"": 8}, {""position"": ""31"", ""row"": 3, ""col"": 1, ""image"": ""images/012.png"", ""basket_id"": 9}, {""position"": ""32"", ""row"": 3, ""col"": 2, ""image"": ""images/022.png"", ""basket_id"": 10}, {""position"": ""33"", ""row"": 3, ""col"": 3, ""image"": ""images/047.png"", ""basket_id"": 11}, {""position"": ""34"", ""row"": 3, ""col"": 4, ""image"": ""images/017.png"", ""basket_id"": 12}]","[{""position"": ""22"", ""row"": 2, ""col"": 2, ""image"": ""images/016.png"", ""basket_id"": 6}]","[{""position"": 1, ""image"": ""images/047.png"", ""originalPosition"": ""33""}, {""position"": 2, ""image"": ""images/069.png"", ""originalPosition"": ""extra_0""}, {""position"": 3, ""image"": ""images/011.png"", ""originalPosition"": ""24""}, {""position"": 4, ""image"": ""images/060.png"", ""originalPosition"": ""extra_5""}, {""position"": 6, ""image"": ""images/026.png"", ""originalPosition"": ""14""}, {""position"": 5, ""image"": ""images/051.png"", ""originalPosition"": ""11""}, {""position"": 7, ""image"": ""images/068.png"", ""originalPosition"": ""12""}, {""position"": 8, ""image"": ""images/045.png"", ""originalPosition"": ""extra_2""}, {""position"": 9, ""image"": ""images/034.png"", ""originalPosition"": ""extra_1""}, {""position"": 10, ""image"": ""images/009.png"", ""originalPosition"": ""23""}, {""position"": 11, ""image"": ""images/057.png"", ""originalPosition"": ""13""}, {""position"": 12, ""image"": ""images/016.png"", ""originalPosition"": ""22""}]",1,1,,0.0,director,[],[],0,,,1,"[{""position"": ""11"", ""row"": 1, ""col"": 1, ""image"": ""images/032.png"", ""basket_id"": 1}, {""position"": ""12"", ""row"": 1, ""col"": 2, ""image"": ""images/056.png"", ""basket_id"": 2}, {""position"": ""13"", ""row"": 1, ""col"": 3, ""image"": ""images/029.png"", ""basket_id"": 3}, {""position"": ""14"", ""row"": 1, ""col"": 4, ""image"": ""images/070.png"", ""basket_id"": 4}, {""position"": ""21"", ""row"": 2, ""col"": 1, ""image"": ""images/035.png"", ""basket_id"": 5}, {""position"": ""22"", ""row"": 2, ""col"": 2, ""image"": ""images/039.png"", ""basket_id"": 6}, {""position"": ""23"", ""row"": 2, ""col"": 3, ""image"": ""images/038.png"", ""basket_id"": 7}, {""position"": ""24"", ""row"": 2, ""col"": 4, ""image"": ""images/022.png"", ""basket_id"": 8}, {""position"": ""31"", ""row"": 3, ""col"": 1, ""image"": ""images/010.png"", ""basket_id"": 9}, {""position"": ""32"", ""row"": 3, ""col"": 2, ""image"": ""images/017.png"", ""basket_id"": 10}, {""position"": ""33"", ""row"": 3, ""col"": 3, ""image"": ""images/064.png"", ""basket_id"": 11}, {""position"": ""34"", ""row"": 3, ""col"": 4, ""image"": ""images/066.png"", ""basket_id"": 12}]","[{""position"": ""14"", ""row"": 1, ""col"": 4, ""image"": ""images/070.png"", ""basket_id"": 4}]","[{""position"": 1, ""image"": ""images/021.png"", ""originalPosition"": ""extra_3""}, {""position"": 2, ""image"": ""images/031.png"", ""originalPosition"": ""extra_5""}, {""position"": 3, ""image"": ""images/056.png"", ""originalPosition"": ""12""}, {""position"": 4, ""image"": ""images/032.png"", ""originalPosition"": ""11""}, {""position"": 5, ""image"": ""images/038.png"", ""originalPosition"": ""23""}, {""position"": 6, ""image"": ""images/022.png"", ""originalPosition"": ""24""}, {""position"": 7, ""image"": ""images/035.png"", ""originalPosition"": ""21""}, {""position"": 8, ""image"": ""images/066.png"", ""originalPosition"": ""34""}, {""position"": 9, ""image"": ""images/039.png"", ""originalPosition"": ""22""}, {""position"": 10, ""image"": ""images/033.png"", ""originalPosition"": ""extra_1""}, {""position"": 11, ""image"": ""images/017.png"", ""originalPosition"": ""32""}, {""position"": 12, ""image"": ""images/057.png"", ""originalPosition"": ""extra_4""}]",2,1,,0.0,director,[],[],0,,,1,"[{""position"": ""11"", ""row"": 1, ""col"": 1, ""image"": ""images/029.png"", ""basket_id"": 1}, {""position"": ""12"", ""row"": 1, ""col"": 2, ""image"": ""images/057.png"", ""basket_id"": 2}, {""position"": ""13"", ""row"": 1, ""col"": 3, ""image"": ""images/064.png"", ""basket_id"": 3}, {""position"": ""14"", ""row"": 1, ""col"": 4, ""image"": ""images/007.png"", ""basket_id"": 4}, {""position"": ""21"", ""row"": 2, ""col"": 1, ""image"": ""images/070.png"", ""basket_id"": 5}, {""position"": ""22"", ""row"": 2, ""col"": 2, ""image"": ""images/038.png"", ""basket_id"": 6}, {""position"": ""23"", ""row"": 2, ""col"": 3, ""image"": ""images/010.png"", ""basket_id"": 7}, {""position"": ""24"", ""row"": 2, ""col"": 4, ""image"": ""images/036.png"", ""basket_id"": 8}, {""position"": ""31"", ""row"": 3, ""col"": 1, ""image"": ""images/012.png"", ""basket_id"": 9}, {""position"": ""32"", ""row"": 3, ""col"": 2, ""image"": ""images/028.png"", ""basket_id"": 10}, {""position"": ""33"", ""row"": 3, ""col"": 3, ""image"": ""images/004.png"", ""basket_id"": 11}, {""position"": ""34"", ""row"": 3, ""col"": 4, ""image"": ""images/059.png"", ""basket_id"": 12}]","[{""position"": ""13"", ""row"": 1, ""col"": 3, ""image"": ""images/064.png"", ""basket_id"": 3}]","[{""position"": 1, ""image"": ""images/004.png"", ""originalPosition"": ""33""}, {""position"": 2, ""image"": ""images/010.png"", ""originalPosition"": ""23""}, {""position"": 3, ""image"": ""images/055.png"", ""originalPosition"": ""extra_4""}, {""position"": 4, ""image"": ""images/057.png"", ""originalPosition"": ""12""}, {""position"": 5, ""image"": ""images/064.png"", ""originalPosition"": ""13""}, {""position"": 6, ""image"": ""images/007.png"", ""originalPosition"": ""14""}, {""position"": 7, ""image"": ""images/012.png"", ""originalPosition"": ""31""}, {""position"": 8, ""image"": ""images/059.png"", ""originalPosition"": ""34""}, {""position"": 9, ""image"": ""images/058.png"", ""originalPosition"": ""extra_1""}, {""position"": 10, ""image"": ""images/036.png"", ""originalPosition"": ""24""}, {""position"": 11, ""image"": ""images/043.png"", ""originalPosition"": ""extra_5""}, {""position"": 12, ""image"": ""images/038.png"", ""originalPosition"": ""22""}]",3
2,fm6tx46d,,0,16,15,referential_task,Results,2025-09-08 14:10:18.908720,1,,,0.0,54pp65hz,,,,,1,grid,0.0,1.0,referential_task,2,,0.0,matcher,[],"[{""position"": 1, ""image"": ""images/047.png"", ""originalPosition"": ""33""}, {""position"": 2, ""image"": ""images/069.png"", ""originalPosition"": ""extra_0""}, {""position"": 3, ""image"": ""images/011.png"", ""originalPosition"": ""24""}, {""position"": 4, ""image"": ""images/060.png"", ""originalPosition"": ""extra_5""}, {""position"": 6, ""image"": ""images/026.png"", ""originalPosition"": ""14""}, {""position"": 5, ""image"": ""images/051.png"", ""originalPosition"": ""11""}, {""position"": 7, ""image"": ""images/068.png"", ""originalPosition"": ""12""}, {""position"": 8, ""image"": ""images/045.png"", ""originalPosition"": ""extra_2""}, {""position"": 9, ""image"": ""images/034.png"", ""originalPosition"": ""extra_1""}, {""position"": 10, ""image"": ""images/009.png"", ""originalPosition"": ""23""}, {""position"": 11, ""image"": ""images/057.png"", ""originalPosition"": ""13""}, {""position"": 12, ""image"": ""images/016.png"", ""originalPosition"": ""22""}]",1,0.0,,1,"[{""position"": ""11"", ""row"": 1, ""col"": 1, ""image"": ""images/051.png"", ""basket_id"": 1}, {""position"": ""12"", ""row"": 1, ""col"": 2, ""image"": ""images/068.png"", ""basket_id"": 2}, {""position"": ""13"", ""row"": 1, ""col"": 3, ""image"": ""images/057.png"", ""basket_id"": 3}, {""position"": ""14"", ""row"": 1, ""col"": 4, ""image"": ""images/026.png"", ""basket_id"": 4}, {""position"": ""21"", ""row"": 2, ""col"": 1, ""image"": ""images/043.png"", ""basket_id"": 5}, {""position"": ""22"", ""row"": 2, ""col"": 2, ""image"": ""images/016.png"", ""basket_id"": 6}, {""position"": ""23"", ""row"": 2, ""col"": 3, ""image"": ""images/009.png"", ""basket_id"": 7}, {""position"": ""24"", ""row"": 2, ""col"": 4, ""image"": ""images/011.png"", ""basket_id"": 8}, {""position"": ""31"", ""row"": 3, ""col"": 1, ""image"": ""images/012.png"", ""basket_id"": 9}, {""position"": ""32"", ""row"": 3, ""col"": 2, ""image"": ""images/022.png"", ""basket_id"": 10}, {""position"": ""33"", ""row"": 3, ""col"": 3, ""image"": ""images/047.png"", ""basket_id"": 11}, {""position"": ""34"", ""row"": 3, ""col"": 4, ""image"": ""images/017.png"", ""basket_id"": 12}]","[{""position"": ""22"", ""row"": 2, ""col"": 2, ""image"": ""images/016.png"", ""basket_id"": 6}]","[{""position"": 1, ""image"": ""images/047.png"", ""originalPosition"": ""33""}, {""position"": 2, ""image"": ""images/069.png"", ""originalPosition"": ""extra_0""}, {""position"": 3, ""image"": ""images/011.png"", ""originalPosition"": ""24""}, {""position"": 4, ""image"": ""images/060.png"", ""originalPosition"": ""extra_5""}, {""position"": 6, ""image"": ""images/026.png"", ""originalPosition"": ""14""}, {""position"": 5, ""image"": ""images/051.png"", ""originalPosition"": ""11""}, {""position"": 7, ""image"": ""images/068.png"", ""originalPosition"": ""12""}, {""position"": 8, ""image"": ""images/045.png"", ""originalPosition"": ""extra_2""}, {""position"": 9, ""image"": ""images/034.png"", ""originalPosition"": ""extra_1""}, {""position"": 10, ""image"": ""images/009.png"", ""originalPosition"": ""23""}, {""position"": 11, ""image"": ""images/057.png"", ""originalPosition"": ""13""}, {""position"": 12, ""image"": ""images/016.png"", ""originalPosition"": ""22""}]",1,2,,0.0,matcher,[],"[{""position"": 1, ""image"": ""images/021.png"", ""originalPosition"": ""extra_3""}, {""position"": 2, ""image"": ""images/031.png"", ""originalPosition"": ""extra_5""}, {""position"": 3, ""image"": ""images/056.png"", ""originalPosition"": ""12""}, {""position"": 4, ""image"": ""images/032.png"", ""originalPosition"": ""11""}, {""position"": 5, ""image"": ""images/038.png"", ""originalPosition"": ""23""}, {""position"": 6, ""image"": ""images/022.png"", ""originalPosition"": ""24""}, {""position"": 7, ""image"": ""images/035.png"", ""originalPosition"": ""21""}, {""position"": 8, ""image"": ""images/066.png"", ""originalPosition"": ""34""}, {""position"": 9, ""image"": ""images/039.png"", ""originalPosition"": ""22""}, {""position"": 10, ""image"": ""images/033.png"", ""originalPosition"": ""extra_1""}, {""position"": 11, ""image"": ""images/017.png"", ""originalPosition"": ""32""}, {""position"": 12, ""image"": ""images/057.png"", ""originalPosition"": ""extra_4""}]",1,0.0,,1,"[{""position"": ""11"", ""row"": 1, ""col"": 1, ""image"": ""images/032.png"", ""basket_id"": 1}, {""position"": ""12"", ""row"": 1, ""col"": 2, ""image"": ""images/056.png"", ""basket_id"": 2}, {""position"": ""13"", ""row"": 1, ""col"": 3, ""image"": ""images/029.png"", ""basket_id"": 3}, {""position"": ""14"", ""row"": 1, ""col"": 4, ""image"": ""images/070.png"", ""basket_id"": 4}, {""position"": ""21"", ""row"": 2, ""col"": 1, ""image"": ""images/035.png"", ""basket_id"": 5}, {""position"": ""22"", ""row"": 2, ""col"": 2, ""image"": ""images/039.png"", ""basket_id"": 6}, {""position"": ""23"", ""row"": 2, ""col"": 3, ""image"": ""images/038.png"", ""basket_id"": 7}, {""position"": ""24"", ""row"": 2, ""col"": 4, ""image"": ""images/022.png"", ""basket_id"": 8}, {""position"": ""31"", ""row"": 3, ""col"": 1, ""image"": ""images/010.png"", ""basket_id"": 9}, {""position"": ""32"", ""row"": 3, ""col"": 2, ""image"": ""images/017.png"", ""basket_id"": 10}, {""position"": ""33"", ""row"": 3, ""col"": 3, ""image"": ""images/064.png"", ""basket_id"": 11}, {""position"": ""34"", ""row"": 3, ""col"": 4, ""image"": ""images/066.png"", ""basket_id"": 12}]","[{""position"": ""14"", ""row"": 1, ""col"": 4, ""image"": ""images/070.png"", ""basket_id"": 4}]","[{""position"": 1, ""image"": ""images/021.png"", ""originalPosition"": ""extra_3""}, {""position"": 2, ""image"": ""images/031.png"", ""originalPosition"": ""extra_5""}, {""position"": 3, ""image"": ""images/056.png"", ""originalPosition"": ""12""}, {""position"": 4, ""image"": ""images/032.png"", ""originalPosition"": ""11""}, {""position"": 5, ""image"": ""images/038.png"", ""originalPosition"": ""23""}, {""position"": 6, ""image"": ""images/022.png"", ""originalPosition"": ""24""}, {""position"": 7, ""image"": ""images/035.png"", ""originalPosition"": ""21""}, {""position"": 8, ""image"": ""images/066.png"", ""originalPosition"": ""34""}, {""position"": 9, ""image"": ""images/039.png"", ""originalPosition"": ""22""}, {""position"": 10, ""image"": ""images/033.png"", ""originalPosition"": ""extra_1""}, {""position"": 11, ""image"": ""images/017.png"", ""originalPosition"": ""32""}, {""position"": 12, ""image"": ""images/057.png"", ""originalPosition"": ""extra_4""}]",2,2,,0.0,matcher,[],"[{""position"": 1, ""image"": ""images/004.png"", ""originalPosition"": ""33""}, {""position"": 2, ""image"": ""images/010.png"", ""originalPosition"": ""23""}, {""position"": 3, ""image"": ""images/055.png"", ""originalPosition"": ""extra_4""}, {""position"": 4, ""image"": ""images/057.png"", ""originalPosition"": ""12""}, {""position"": 5, ""image"": ""images/064.png"", ""originalPosition"": ""13""}, {""position"": 6, ""image"": ""images/007.png"", ""originalPosition"": ""14""}, {""position"": 7, ""image"": ""images/012.png"", ""originalPosition"": ""31""}, {""position"": 8, ""image"": ""images/059.png"", ""originalPosition"": ""34""}, {""position"": 9, ""image"": ""images/058.png"", ""originalPosition"": ""extra_1""}, {""position"": 10, ""image"": ""images/036.png"", ""originalPosition"": ""24""}, {""position"": 11, ""image"": ""images/043.png"", ""originalPosition"": ""extra_5""}, {""position"": 12, ""image"": ""images/038.png"", ""originalPosition"": ""22""}]",1,0.0,,1,"[{""position"": ""11"", ""row"": 1, ""col"": 1, ""image"": ""images/029.png"", ""basket_id"": 1}, {""position"": ""12"", ""row"": 1, ""col"": 2, ""image"": ""images/057.png"", ""basket_id"": 2}, {""position"": ""13"", ""row"": 1, ""col"": 3, ""image"": ""images/064.png"", ""basket_id"": 3}, {""position"": ""14"", ""row"": 1, ""col"": 4, ""image"": ""images/007.png"", ""basket_id"": 4}, {""position"": ""21"", ""row"": 2, ""col"": 1, ""image"": ""images/070.png"", ""basket_id"": 5}, {""position"": ""22"", ""row"": 2, ""col"": 2, ""image"": ""images/038.png"", ""basket_id"": 6}, {""position"": ""23"", ""row"": 2, ""col"": 3, ""image"": ""images/010.png"", ""basket_id"": 7}, {""position"": ""24"", ""row"": 2, ""col"": 4, ""image"": ""images/036.png"", ""basket_id"": 8}, {""position"": ""31"", ""row"": 3, ""col"": 1, ""image"": ""images/012.png"", ""basket_id"": 9}, {""position"": ""32"", ""row"": 3, ""col"": 2, ""image"": ""images/028.png"", ""basket_id"": 10}, {""position"": ""33"", ""row"": 3, ""col"": 3, ""image"": ""images/004.png"", ""basket_id"": 11}, {""position"": ""34"", ""row"": 3, ""col"": 4, ""image"": ""images/059.png"", ""basket_id"": 12}]","[{""position"": ""13"", ""row"": 1, ""col"": 3, ""image"": ""images/064.png"", ""basket_id"": 3}]","[{""position"": 1, ""image"": ""images/004.png"", ""originalPosition"": ""33""}, {""position"": 2, ""image"": ""images/010.png"", ""originalPosition"": ""23""}, {""position"": 3, ""image"": ""images/055.png"", ""originalPosition"": ""extra_4""}, {""position"": 4, ""image"": ""images/057.png"", ""originalPosition"": ""12""}, {""position"": 5, ""image"": ""images/064.png"", ""originalPosition"": ""13""}, {""position"": 6, ""image"": ""images/007.png"", ""originalPosition"": ""14""}, {""position"": 7, ""image"": ""images/012.png"", ""originalPosition"": ""31""}, {""position"": 8, ""image"": ""images/059.png"", ""originalPosition"": ""34""}, {""position"": 9, ""image"": ""images/058.png"", ""originalPosition"": ""extra_1""}, {""position"": 10, ""image"": ""images/036.png"", ""originalPosition"": ""24""}, {""position"": 11, ""image"": ""images/043.png"", ""originalPosition"": ""extra_5""}, {""position"": 12, ""image"": ""images/038.png"", ""originalPosition"": ""22""}]",3
